id,osmid,name,alt_name,light_pol,lat,lng
2443,56908878,Green Park,Green Park,34.58834496,43.90364323,-78.71051579
2444,56994698,Confederation South Park,Confederation South Park,15.47173488,43.1111183,-79.22434923
2445,56994929,Unknown,63 Maitland Street,31.29999924,43.12067175,-79.2078553
2446,56998994,Unknown,483 George Street,9.88231859,44.9229246,-79.3824036
2447,56999250,Unknown,1193 Vankoughnet Road,0.340000004,44.9875906,-79.05738076
2448,57000678,Unknown,Third Street,19.34521103,44.91963062,-79.36872172
2449,57000872,Unknown,1143 Muskoka Beach Road,1.802410357,44.95898343,-79.3723734
2450,57002496,Unknown,1013 Big Island Road,0.354983154,44.99482587,-79.14406136
2451,57004357,Unknown,636 Muskoka Road 169,2.18075891,44.92556851,-79.40623123
2452,57004612,Unknown,2028 Torpitt Road,1.059999943,44.79546514,-79.40959143
2453,57045461,Unknown,7 Longbow Square,27.61669303,43.8061464,-79.32536502
2454,57047212,Unknown,Highland Heights Junior Public School,34.94889194,43.79564801,-79.29926475
2455,57047252,Unknown,Lynnwood Heights Junior Public School,30.91886515,43.79724366,-79.29141926
2456,57056445,St. Gerald Catholic School Park,St. Gerald Catholic School Park,37.20271935,43.78157812,-79.32683627
2457,57295676,Unknown,13 Ryan Court,44.98024783,43.83393777,-79.0180171
2458,57382053,Princess Margaret Park,Princess Margaret Park,30.45837965,43.66658916,-79.54321563
2459,57597649,Unknown,735 Galway Road,0.209999993,44.74974443,-78.59174071
2460,57762174,Unknown,McFadden Road,6.973787623,44.75091918,-78.085315
2461,58056449,Unknown,6018 Winston Churchill Boulevard,22.15999985,43.57045578,-79.7473404
2462,58083500,Unknown,30 Spencer Avenue,1.908370666,44.81884017,-77.18824097
2463,58111784,Dean Henderson Park,Dean Henderson Park,26.51879306,43.53346386,-79.65971622
2464,58111927,Unknown,2293 Robin Drive,31.24883619,43.53258462,-79.65290102
2465,58111928,Unknown,1849 Lincoln Green Close,24.16275038,43.53481308,-79.6518871
2466,58112015,Unknown,1763 Blythe Road,14.96251048,43.53704576,-79.64895791
2467,58112131,Unknown,1365 Blythe Road,11.41548773,43.54390129,-79.6412909
2468,58112132,Unknown,1631 Blythe Road,13.38848839,43.53982459,-79.64580903
2469,58242210,Forks of the Credit Provincial Park,Forks of the Credit Provincial Park,0.948840314,43.80931153,-80.01704835
2470,58242215,Forks of the Credit Provincial Park,Forks of the Credit Provincial Park,0.856666664,43.81415823,-80.01538339
2471,58242242,Boyne Valley Provincial Park,Boyne Valley Provincial Park,0.478666659,44.11056892,-80.11925189
2472,58242246,Mono Cliffs Provincial Park,Mono Cliffs Provincial Park,0.566000002,44.0477951,-80.07415366
2473,58242247,Forks of the Credit Provincial Park,Forks of the Credit Provincial Park,1.056791197,43.8067049,-80.00080049
2474,58242249,Sibbald Point Provincial Park,Sibbald Point Provincial Park,1.467999999,44.32785976,-79.32256002
2475,58242252,Boyne Valley Provincial Park,Boyne Valley Provincial Park,0.475000009,44.11217369,-80.10612066
2476,58242253,Holland Landing Prairie Provincial Nature Reserve,Holland Landing Prairie Provincial Nature Reserve,3.36500001,44.12137132,-79.49042589
2477,58242255,Balsam Lake Provincial Park,Balsam Lake Provincial Park,0.351785717,44.62567995,-78.86468316
2478,58242258,Boyne Valley Provincial Park,Boyne Valley Provincial Park,0.451428575,44.10168842,-80.14466794
2479,58242259,Forks of the Credit Provincial Park,Forks of the Credit Provincial Park,0.861428576,43.82103848,-80.00724734
2480,58242261,Forks of the Credit Provincial Park,Forks of the Credit Provincial Park,1.044445969,43.8094581,-80.00065572
2481,58242263,Forks of the Credit Provincial Park,Forks of the Credit Provincial Park,0.962000001,43.81773503,-80.01451165
2482,58242266,Boyne Valley Provincial Park,Boyne Valley Provincial Park,0.467142854,44.1086386,-80.13250277
2483,58244312,Rock Point Provincial Park,Rock Point Provincial Park,0.582500003,42.84934921,-79.55303498
2484,58244324,Noisy River Provincial Park,Noisy River Provincial Park,0.335000003,44.27253758,-80.18913679
2485,58244327,Noisy River Provincial Park,Noisy River Provincial Park,0.346000004,44.27874895,-80.17614217
2486,58244328,Selkirk Provincial Park,Selkirk Provincial Park,0.738,42.81301949,-79.95854563
2487,58244346,James N Allan Provincial Park,James N Allan Provincial Park,0.513749994,42.85079021,-79.66259405
2488,58244351,Noisy River Provincial Park,Noisy River Provincial Park,0.291999999,44.26939815,-80.2074801
2489,58244352,Springwater Provincial Park,Springwater Provincial Park,2.256153849,44.43792687,-79.76535066
2490,58244356,Bass Lake Provincial Park,Bass Lake Provincial Park,1.12999998,44.60268451,-79.48405598
2491,58244905,Unknown,Hastings Street South,4.079039178,45.0515682,-77.83906731
2492,58248142,Mara Provincial Park,Mara Provincial Park,2.053333362,44.58725607,-79.35988357
2493,58248144,McRae Point Provincial Park,McRae Point Provincial Park,1.12363636,44.5700864,-79.33049253
2494,58308263,Queen Elizabeth II Wildlands Provincial Park,Queen Elizabeth II Wildlands Provincial Park,0.240664788,44.79152228,-79.18214802
2495,58308266,Queen Elizabeth II Wildlands Provincial Park,Queen Elizabeth II Wildlands Provincial Park,0.329890937,44.86099905,-78.81483568
2496,58308277,Queen Elizabeth II Wildlands Provincial Park,Queen Elizabeth II Wildlands Provincial Park,0.2575,44.84010734,-78.80366279
2497,58308326,Queen Elizabeth II Wildlands Provincial Park,Queen Elizabeth II Wildlands Provincial Park,0.280095129,44.7293721,-79.0222118
2498,58308342,Queen Elizabeth II Wildlands Provincial Park,Queen Elizabeth II Wildlands Provincial Park,0.268428503,44.84905061,-79.18137687
2499,58328190,Denbigh Heritage Park,Denbigh Heritage Park,1.092372334,45.13912345,-77.28105243
2500,58365856,Unknown,167 Silverstone Drive,43.34870833,43.75221369,-79.59203966
2501,58473142,Unknown,3 Charles Street,41.09999847,43.51385125,-79.88206595
2502,58473154,Victoria Park,Victoria Park,31.99269542,43.51002822,-79.88422404
2503,58587092,Kinsmen Park,Kinsmen Park,31.03590333,43.525972,-79.8789623
2504,58660171,Columbus Parkette,Columbus Parkette,47.68999863,43.65096565,-79.44604242
2505,58663374,Unknown,Markham Civic Centre Ice,63.99023655,43.85601089,-79.33653013
2506,58673386,Haimer Park,Haimer Park,44.00999832,43.75521813,-79.59079039
2507,58673509,Gihon Spring Park,Gihon Spring Park,46.6922138,43.7545199,-79.59449033
2508,58755314,Unknown,37 Pebblelane Court,25.75846206,43.84160801,-79.45146033
2509,58865765,Unknown,6686 Sheppard Avenue East,66.79185787,43.80189921,-79.20398849
2510,58869153,Unknown,18 Arkley Crescent,74.88940768,43.68978825,-79.56903131
2511,58936368,Unknown,155 Galleria Parkway,97.76452178,43.83978393,-79.38875466
2512,58936521,Milton Fierheller Park,Milton Fierheller Park,40.83024925,43.87352017,-79.366073
2513,58936526,Hillmount Park,Hillmount Park,41.58053079,43.87534323,-79.37318263
2514,58942323,Village East Park,Village East Park,58.80539007,43.8388755,-79.07412341
2515,58942343,Unknown,1868 Valley Farm Road,89.49010831,43.83827437,-79.08224521
2516,58976824,Upper Madawaska Provincial Park,Upper Madawaska Provincial Park,0.280000001,45.51613214,-78.1923658
2517,59048121,Unknown,29 Willcocks Crescent,24.18152757,43.87170098,-79.03182756
2518,59127594,Fenelon Beach,Fenelon Beach,6.958222103,44.53858015,-78.74157974
2519,59127608,Unknown,43 Hillside Drive,0.343843786,44.68124268,-78.687535
2520,59127798,Unknown,14 Jane Street,6.689158507,44.54531567,-78.54776272
2521,59142587,Graydon Hall Park,Graydon Hall Park,48.66745051,43.76300935,-79.34264689
2522,59150973,Unknown,Pilgrim Wood Public Elementary School,23.96709971,43.43427455,-79.72735689
2523,59153296,Oakdale Park,Oakdale Park,22.70543908,43.4606573,-79.70865085
2524,59153504,Unknown,1416 Golden Meadow Trail,27.88766319,43.4770302,-79.69430907
2525,59164969,Sheridan Woods Park,Sheridan Woods Park,22.46641891,43.48069032,-79.68928518
2526,59256975,Unknown,18 Silverdale Drive,18.07630594,43.19483573,-79.22854299
2527,59256995,Unknown,447 Grantham Avenue,19.50866563,43.19536456,-79.22205165
2528,59257212,Unknown,63 Aquadale Drive,5.369999886,43.21160684,-79.24124668
2529,59314675,Unknown,The Palisades,41.85272702,43.72386776,-79.3256289
2530,59339109,Al Green Sculpture Park,Al Green Sculpture Park,59.81398259,43.69810005,-79.39440761
2531,59339125,Unknown,Paul Kane House,112.6800003,43.66576197,-79.38217955
2532,59433572,Duncan Creek Park,Duncan Creek Park,43.37310661,43.80649144,-79.36139856
2533,59433777,Edward Scarlett Park,Edward Scarlett Park,37.06666565,43.67131924,-79.66501578
2534,59434146,Unknown,Moccasin Trail,37.60413657,43.73251539,-79.33377143
2535,59436500,Round Lake Provincial Park,Round Lake Provincial Park,0.264011628,45.52118296,-80.17738559
2536,59436503,Killbear Provincial Park,Killbear Provincial Park,0.291111113,45.36938223,-80.22126702
2537,59436507,Sturgeon Bay Provincial Park,Sturgeon Bay Provincial Park,0.2915996,45.62349425,-80.41605519
2538,59441987,Harbourview Park,Harbourview Park,12.06633279,44.7565493,-79.88143543
2539,59442292,Unknown,269 Peek A Boo Trail,0.945088121,44.81621445,-79.93102226
2540,59443206,Unknown,2699 Muskoka Road 169,0.67432472,44.99002703,-79.57566257
2541,59443403,McCullough Park,McCullough Park,4.005317211,44.76803151,-79.89426976
2542,59443523,Penetanguishene Rotary Park,Penetanguishene Rotary Park,17.9630432,44.76874942,-79.94051318
2543,59443718,Unknown,O'Hara Point Road,0.356307294,44.8781738,-79.69403865
2544,59444833,Unknown,1008 Queen's Walk Road,1.360000014,44.99715457,-79.57228962
2545,59445906,Unknown,40 Jury Drive,11.08214067,44.79645745,-79.9316818
2546,59446111,Unknown,887 Champlain Road,0.785518513,44.81568227,-79.95141865
2547,59447810,Unknown,Muskoka Road 33,0.350305923,44.94712605,-79.73173574
2548,59447880,Unknown,1803 Honey Harbour Road,4.079999924,44.87015629,-79.82123521
2549,59463747,Six Mile Lake Provincial Park,Six Mile Lake Provincial Park,0.606739312,44.88807609,-79.75673012
2550,59463748,Waubashene Beaches Provincial Park,Waubashene Beaches Provincial Park,2.059999983,44.74823486,-79.71977796
2551,59463749,Six Mile Lake Provincial Park,Six Mile Lake Provincial Park,0.344285712,44.89895379,-79.75724839
2552,59463750,Awenda Provincial Park,Awenda Provincial Park,0.253454545,44.90378765,-80.00398976
2553,59463751,Hardy Lake Provincial Park,Hardy Lake Provincial Park,0.292291666,45.01042104,-79.52468712
2554,59463752,Hardy Lake Provincial Park,Hardy Lake Provincial Park,0.272500005,44.99872501,-79.52128429
2555,59463753,Six Mile Lake Provincial Park,Six Mile Lake Provincial Park,0.623943419,44.88690642,-79.7582668
2556,59463755,Awenda Provincial Park,Awenda Provincial Park,0.333557048,44.83932976,-79.99284318
2557,59584403,Unknown,49 Richmond Park Boulevard,41.21622868,43.81260149,-79.26369887
2558,60010859,Unknown,230 Balliol Street,42.90726797,43.69932589,-79.38917529
2559,60213011,Unknown,269621 Grey Road 9,0.340000004,44.26280934,-80.25819486
2560,60214371,Unknown,1075 County Road 124,2.666809173,44.35165055,-80.24676558
2561,60217712,Unknown,29 Edward Street East,10.24401998,44.32422866,-80.101367
2562,60229998,Harold Town Park,Harold Town Park,109.7139124,43.67274979,-79.38614958
2563,60251475,Unknown,202 Elizabeth Street,95.12000275,43.65899613,-79.3871716
2564,60265597,Pretty River Valley Provincial Park,Pretty River Valley Provincial Park,0.313333343,44.42399449,-80.31278687
2565,60265598,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,20.84105283,44.51967753,-80.02029292
2566,60265599,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,1.399999996,44.4842375,-80.00393022
2567,60265600,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,7.143600875,44.48575961,-80.06284304
2568,60265601,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,7.535632027,44.49633243,-80.03601852
2569,60265602,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,5.270716064,44.47294093,-80.08749329
2570,60265603,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,4.900000095,44.47613576,-80.0825731
2571,60265604,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,7.139999866,44.47759906,-80.07834169
2572,60265605,Pretty River Valley Provincial Park,Pretty River Valley Provincial Park,0.317,44.43384661,-80.28562792
2573,60265606,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,13.96981871,44.48995885,-80.04780171
2574,60265607,Pretty River Valley Provincial Park,Pretty River Valley Provincial Park,0.332500003,44.41522359,-80.30912773
2575,60265609,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,9.380405673,44.47850462,-80.07692265
2576,60265614,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,7.139999866,44.47837526,-80.07790252
2577,60265615,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,4.900000095,44.4752727,-80.08455892
2578,60265616,Duncan Escarpment Provincial Park,Duncan Escarpment Provincial Park,0.296000005,44.41726697,-80.46595856
2579,60265617,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,4.900000095,44.47534969,-80.08316408
2580,60265618,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,4.900000095,44.47588685,-80.08198877
2581,60265619,Pretty River Valley Provincial Park,Pretty River Valley Provincial Park,0.35090909,44.43417357,-80.31372255
2582,60265620,Pretty River Valley Provincial Park,Pretty River Valley Provincial Park,0.470000014,44.44129069,-80.29347301
2583,60265621,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,11.64875251,44.4934433,-80.05055915
2584,60265622,Pretty River Valley Provincial Park,Pretty River Valley Provincial Park,0.275999999,44.41885902,-80.29236011
2585,60265624,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,16.20153052,44.47628075,-80.08111869
2586,60265625,Devil's Glen Provincial Park,Devil's Glen Provincial Park,0.474999994,44.35657715,-80.21737553
2587,60265626,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,4.900000095,44.47548849,-80.08405504
2588,60265627,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,4.900000095,44.47515598,-80.08362694
2589,60265628,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,4.900000095,44.47602753,-80.08167654
2590,60265629,Pretty River Valley Provincial Park,Pretty River Valley Provincial Park,0.367535215,44.430191,-80.27319334
2591,60265630,Pretty River Valley Provincial Park,Pretty River Valley Provincial Park,0.318571431,44.42532632,-80.29092837
2592,60265631,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,12.11867562,44.47709944,-80.08006149
2593,60265632,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,3.393888902,44.49769184,-80.01488861
2594,60265633,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,4.031538422,44.48107844,-80.04009486
2595,60265635,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,4.900000095,44.47569611,-80.08241579
2596,60265636,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,4.950770244,44.47613383,-80.0814434
2597,60265637,Nottawasaga Lookout Provincial Nature Reserve,Nottawasaga Lookout Provincial Nature Reserve,0.348571428,44.40780611,-80.25331742
2598,60265638,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,2.190000057,44.47008817,-80.0466765
2599,60265639,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,1.041666667,44.47480522,-80.02843222
2600,60265640,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,6.78000021,44.49070876,-80.03466907
2601,60265641,Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,11.63930191,44.47938787,-80.07229511
2602,60266717,Craigleith Provincial Park,Craigleith Provincial Park,0.98999998,44.53665879,-80.34680887
2603,60266718,Craigleith Provincial Park,Craigleith Provincial Park,1.310000002,44.53267849,-80.3498832
2604,60414998,Unknown,Vanjura Stadium,6.168657054,48.61627174,-93.35753127
2605,60449335,Point Park,Point Park,5.466031457,48.61914832,-93.35900327
2606,60510585,Unknown,Yorkminster Park Baptist Church,50.68999863,43.69091623,-79.39463933
2607,60610886,Wychwood Barns Park,Wychwood Barns Park,42.08209068,43.67962377,-79.42343374
2608,60679204,Unknown,6 Broadleaf Road,38.38999939,43.74036369,-79.3412983
2609,60702254,Unknown,Ferndale Road,0.997093395,45.12647818,-79.58513807
2610,60703778,Unknown,Stephen Road,3.966096964,45.1179768,-79.57460433
2611,60720398,Unknown,29 Manorcrest Drive,47.6492407,43.78651838,-79.39471275
2612,60720930,Finch Parkette,Finch Parkette,74.19999695,43.78037917,-79.41418275
2613,60723860,Acres Park,Acres Park,36.98498521,45.44727002,-75.5890181
2614,60724061,Cumming Park,Cumming Park,13.43000031,44.3467504,-79.71613624
2615,60769819,Oak Street Park,Oak Street Park,20.97615273,44.2478111,-76.50485067
2616,60822476,Victoria Park,Victoria Park,43.06197006,44.3078567,-78.31816907
2617,60823218,St. Anthony's Park,St. Anthony's Park,17.88999939,42.9618562,-81.31648272
2618,60830808,Unknown,13 Ball Avenue,7.647096263,43.76436861,-80.74595514
2619,60832059,Unknown,10 Brown Street South,9.050000191,43.96990375,-80.97616457
2620,60834054,Unknown,4 Park Street West,12.34000015,43.9665302,-80.97466958
2621,60847156,Sprucewood Park,Sprucewood Park,17.17923752,43.81177558,-79.40623318
2622,60848908,Unknown,Moore Street,5.935699165,44.98482863,-81.24833598
2623,60852016,Memorial Park,Memorial Park,12.7203697,44.2629274,-80.55188043
2624,60860947,Marcel Lalande Park,Marcel Lalande Park,37.49587156,45.47091472,-75.47392064
2625,60862336,Little Cove Provincial Nature Reserve,Little Cove Provincial Nature Reserve,0.324831315,45.24697751,-81.61203173
2626,60862338,Point Farms Provincial Park,Point Farms Provincial Park,0.271500002,43.80407983,-81.71725639
2627,60862341,Lion's Head Provincial Nature Reserve,Lion's Head Provincial Nature Reserve,0.288888887,44.98295465,-81.21853476
2628,60862342,Sauble Falls Provincial Park,Sauble Falls Provincial Park,1.031317895,44.67639245,-81.25289178
2629,60862344,Smokey Head-White Bluff Provincial Nature Reserve,Smokey Head-White Bluff Provincial Nature Reserve,0.150140365,45.07417051,-81.26375291
2630,60862345,Smokey Head-White Bluff Provincial Nature Reserve,Smokey Head-White Bluff Provincial Nature Reserve,0.241999999,45.08444939,-81.27046898
2631,60862346,MacGregor Point Provincial Park,MacGregor Point Provincial Park,0.275499999,44.40589197,-81.47302012
2632,60862347,Hope Bay Forest Provincial Nature Reserve,Hope Bay Forest Provincial Nature Reserve,0.245833336,44.91763328,-81.16170578
2633,60862348,Cabot Head Provincial Nature Reserve,Cabot Head Provincial Nature Reserve,0.189999998,45.24340656,-81.30637112
2634,60862349,Cabot Head Provincial Nature Reserve,Cabot Head Provincial Nature Reserve,0.230000004,45.24148695,-81.36628656
2635,60862350,Cabot Head Provincial Nature Reserve,Cabot Head Provincial Nature Reserve,0.192000002,45.22647925,-81.38529407
2636,60862351,Cabot Head Provincial Nature Reserve,Cabot Head Provincial Nature Reserve,0.226666664,45.2374793,-81.30025705
2637,60862353,Lion's Head Provincial Nature Reserve,Lion's Head Provincial Nature Reserve,0.194790026,45.00884447,-81.22182248
2638,60862355,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,0.198888888,45.11940709,-81.53177362
2639,60862356,Sauble Falls Provincial Park,Sauble Falls Provincial Park,0.838403356,44.67734431,-81.25587635
2640,60862357,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,0.295000002,45.08535354,-81.51048255
2641,60862358,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,0.246923275,45.11212184,-81.52387344
2642,60862359,Hope Bay Forest Provincial Nature Reserve,Hope Bay Forest Provincial Nature Reserve,0.183333332,44.93166873,-81.1479165
2643,60862360,Cabot Head Provincial Nature Reserve,Cabot Head Provincial Nature Reserve,0.254102564,45.22681769,-81.33447352
2644,60862361,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,0.233458021,45.114383,-81.52420641
2645,60862362,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,0.213333329,45.13033787,-81.53502175
2646,60862363,MacGregor Point Provincial Park,MacGregor Point Provincial Park,0.429412331,44.41033825,-81.43948355
2647,60862364,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,0.346985695,45.08212883,-81.51144658
2648,60862366,Lion's Head Provincial Nature Reserve,Lion's Head Provincial Nature Reserve,0.232999998,45.00132527,-81.20977715
2649,60862367,Lion's Head Provincial Nature Reserve,Lion's Head Provincial Nature Reserve,0.254999995,44.97053435,-81.22630644
2650,60862368,Cabot Head Provincial Nature Reserve,Cabot Head Provincial Nature Reserve,0.213333331,45.21598091,-81.3715322
2651,60862370,Cabot Head Provincial Nature Reserve,Cabot Head Provincial Nature Reserve,0.13243884,45.24003448,-81.3796081
2652,60862372,Hope Bay Forest Provincial Nature Reserve,Hope Bay Forest Provincial Nature Reserve,0.168000001,44.92554774,-81.14933218
2653,60862374,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,0.309125611,45.09230925,-81.51309091
2654,60862376,Lion's Head Provincial Nature Reserve,Lion's Head Provincial Nature Reserve,0.25333333,44.98835674,-81.20560308
2655,60862382,Cabot Head Provincial Nature Reserve,Cabot Head Provincial Nature Reserve,0.22208219,45.2146412,-81.39539812
2656,60862387,Inverhuron Provincial Park,Inverhuron Provincial Park,1.023000003,44.30113014,-81.59338515
2657,60862399,Smokey Head-White Bluff Provincial Nature Reserve,Smokey Head-White Bluff Provincial Nature Reserve,0.234285714,45.06367473,-81.27018535
2658,60862400,Ira Lake Provincial Nature Reserve,Ira Lake Provincial Nature Reserve,0.264009297,45.04004171,-81.3647647
2659,60862401,Cabot Head Provincial Nature Reserve,Cabot Head Provincial Nature Reserve,0.224246039,45.21186441,-81.38603757
2660,60862402,Smokey Head-White Bluff Provincial Nature Reserve,Smokey Head-White Bluff Provincial Nature Reserve,0.227272731,45.07788517,-81.27589201
2661,60862403,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,0.259999991,45.10311502,-81.51680017
2662,60862404,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,0.251363639,45.09972525,-81.49592612
2663,60862405,Hope Bay Forest Provincial Nature Reserve,Hope Bay Forest Provincial Nature Reserve,0.190000005,44.92770957,-81.16334436
2664,60862406,Cabot Head Provincial Nature Reserve,Cabot Head Provincial Nature Reserve,0.239360193,45.20518422,-81.37386366
2665,60862408,Cabot Head Provincial Nature Reserve,Cabot Head Provincial Nature Reserve,0.096160991,45.24112907,-81.38430334
2666,60862409,Lion's Head Provincial Nature Reserve,Lion's Head Provincial Nature Reserve,0.276250003,44.99756425,-81.22590494
2667,60862410,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,0.2530274,45.11681135,-81.50929387
2668,60862411,Cabot Head Provincial Nature Reserve,Cabot Head Provincial Nature Reserve,0.235809135,45.23968326,-81.37548431
2669,60862412,Cabot Head Provincial Nature Reserve,Cabot Head Provincial Nature Reserve,0.200666668,45.1976319,-81.39312354
2670,60862413,Sauble Falls Provincial Park,Sauble Falls Provincial Park,0.882134341,44.67489349,-81.25807704
2671,60862415,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,0.254999995,45.10709116,-81.51484544
2672,60862417,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,Johnston Harbour-Pine Tree Point Provincial Nature Reserve,0.257692468,45.11122029,-81.52132268
2673,60862418,Cabot Head Provincial Nature Reserve,Cabot Head Provincial Nature Reserve,0.267540392,45.23372424,-81.28655042
2674,60905019,Fay Avenue Park,Fay Avenue Park,31.13999939,43.22128421,-79.82459034
2675,60989015,Hyde Park Woods,Hyde Park Woods,27.21449753,42.9705016,-81.31708995
2676,60990875,Naomee Park,Naomee Park,16.15382946,42.96642288,-81.32737218
2677,61046310,Cedarbrae Park,Cedarbrae Park,41.10825488,43.59346353,-79.60651592
2678,61107296,Unknown,112 Balliol Street,46.75999832,43.6985962,-79.39167352
2679,61306251,Walsh Crescent Park,Walsh Crescent Park,21.9929521,43.92650553,-80.11030903
2680,61509466,Gatehouse Parkette,Gatehouse Parkette,23.12999916,43.8928843,-78.8044767
2681,61952193,Unknown,55 Proctor Avenue,19.51000652,43.80754234,-79.40601896
2682,61955069,Lundy Park,Lundy Park,18.82920833,43.82187402,-79.37603658
2683,61955071,Cottonwood Park,Cottonwood Park,17.98999977,43.81974789,-79.38002584
2684,62009283,Watters Park,Watters Park,39.95358081,45.47958568,-75.48174732
2685,62009290,Varennes Park,Varennes Park,40.47321411,45.47776379,-75.47264282
2686,62128009,Kiwanis Park - North,Kiwanis Park - North,37.9282091,42.99538928,-81.19396832
2687,62128013,Kiwanis Park - Central North,Kiwanis Park - Central North,21.97617635,42.99088477,-81.18694255
2688,62128016,Unknown,15 Graham Crescent,35.88000107,42.98886622,-81.19217733
2689,62128850,Kiwanis Park - Central South,Kiwanis Park - Central South,25.50500011,42.98705104,-81.18013294
2690,62128990,Unknown,146 Ellsworth Crescent,27.85000038,42.97852396,-81.18905294
2691,62128992,Unknown,204 Ellsworth Avenue,25.30849635,42.98136088,-81.18825672
2692,62129061,Fairmont Park,Fairmont Park,20.84494442,42.9817888,-81.18538761
2693,62129079,Unknown,121 Magee Place,41.13000107,42.97941386,-81.19274012
2694,62151140,Foxhunt Parkette,Foxhunt Parkette,31.23201597,43.90316895,-78.80933627
2695,62151317,Courtice West Park,Courtice West Park,11.75,43.91181651,-78.80889466
2696,62151319,Unknown,92 Homefield Square,8.866592737,43.91455861,-78.80856355
2697,62257883,Silvio Collela Park,Silvio Collela Park,43.37473956,43.73873569,-79.52145565
2698,62262004,Duncan Park,Duncan Park,17.32688794,43.81932573,-79.38272551
2699,62366601,Plunkett park,Plunkett park,60.81999969,43.76297042,-79.5715468
2700,63458327,Unknown,260 Seneca Hill Drive,59.38999939,43.79057398,-79.35770446
2701,64047578,Unknown,4 Longhope Place,35.68773569,43.77402305,-79.35743484
2702,64146591,Brookside Park,Brookside Park,12.23999977,43.916679,-78.88669665
2703,64299146,Unknown,Kingslake Public School,44.47000122,43.78408071,-79.34656041
2704,64299152,Unknown,Seneca Hill Public School,70.12999725,43.79072356,-79.35081281
2705,64299154,Godstone Park,Godstone Park,49.15840778,43.78452552,-79.34820161
2706,66209085,Mission Ground Parkette,Mission Ground Parkette,26.37000084,43.6982383,-79.38442595
2707,66209087,Pottery Playground,Pottery Playground,29.31999969,43.69949466,-79.37844191
2708,66322520,Unknown,316 Niven Road,2.350001011,43.25102284,-79.10958843
2709,66322900,Royal Queens Park,Royal Queens Park,8.349875429,43.25806004,-79.06984143
2710,66322958,Simcoe Park,Simcoe Park,19.02368252,43.25479824,-79.06921515
2711,66323258,Veterans Memorial Park,Veterans Memorial Park,13.94368386,43.25016744,-79.07244826
2712,66348070,Unknown,Rosebank Road Public School,35.95368589,43.80638931,-79.11969177
2713,66362941,Unknown,Arena,3.18907801,43.99242286,-78.03027456
2714,66380021,Hideaway Park,Hideaway Park,48.99928084,43.66472534,-79.33794051
2715,66473989,Unknown,3854 Skyview Street,21.13999939,43.5388247,-79.7338278
2716,66474959,Unknown,37 Kingsbury Crescent,25.76202746,43.68964364,-79.26191414
